"","Z_score","log_fc","conv","d","p_val"
"Man1a",4.32464499527056,-1.48436829895681,TRUE,1.70141678523805e-13,1.52777691153627e-05
"Etv1",4.00819091834634,1.11338063612033,TRUE,-2.10844397496857e-11,6.1185648927653e-05
