"","sd","sd_lfc","p_val","log_fc","1","2","3","4"
"Dazl",0.150826779443538,0.318901051575289,2.07264567908538e-06,0.768734094603143,-5.33479597543742,-5.68418819726827,-6.10353007004056,-5.81583815706111
