"","sd","sd_lfc","p_val","log_fc","X1","X2","X3","X4"
"Dcaf15",0.238372488300757,0.563895935244126,8.03256812798026e-06,1.15227150738521,-10.2380931857481,-10.2263915654122,-10.128342336548,-9.07412005802701
"Zfp37",0.155498819033032,0.345878442163973,9.68919450938799e-06,0.74584533452708,-8.73018237085572,-8.48808068616151,-8.09679732172923,-7.98433703632864
"Ttc25",0.0848101528447007,0.203988625260119,1.0127475041255e-05,0.406036723509656,-7.15276441805384,-7.31621052826458,-7.5588011415635,-7.57741733143002
"Efcab3",0.104132010413746,0.208672830945201,1.01981737934409e-05,0.498396520542544,-7.75154679657285,-7.60056980773731,-7.53350017806643,-7.25315027603031
"Iqub",0.159037269131848,0.330935035866848,1.02623625903853e-05,0.760983611684489,-8.11986646752666,-8.36016792188383,-8.63947304553419,-8.88085007921115
"Tmigd3",0.217074286238098,0.456042237469817,1.03258453094668e-05,1.03841827917373,-9.4319659712512,-9.03662624523196,-8.63879389511858,-8.39354769207747
"Prpf40a",0.132447319511275,0.332433050207918,1.10753592696966e-05,0.63172113552507,-7.80216094083762,-8.00614255639684,-8.43388207636269,-8.48677417403993
"Gm4787",0.22428888238668,0.508493698662592,1.11534347024822e-05,1.06945148433127,-9.50788958659343,-8.85783622060322,-8.43843810226216,-8.42486209096263
"Fscb",0.206973669738464,0.485626209761938,1.30108208939994e-05,0.980445524515922,-9.3535565670415,-8.37311104252558,-8.76697707523874,-8.28878580607353
"Osbp",0.184315540443567,0.375749862378486,1.31589654679409e-05,0.872689570584795,-8.93110153456476,-8.25066052215124,-8.05841196397997,-8.34963811601263
"Otud4",0.136348252956567,0.276169888046797,1.33482049720079e-05,0.645181062259191,-8.73774843667043,-8.37405374623411,-8.09256737441124,-8.23998928114515
"Fbxo24",0.232316021212583,0.466947688290548,1.34582166770869e-05,1.09890022271006,-9.86597241220671,-9.50312616436946,-9.18858125670295,-8.76707218949665
"Tex38",0.09127534463234,0.191555614982375,1.37398153041701e-05,0.431366365693358,-7.94841969017115,-7.79948017788627,-7.85593674489155,-8.23084654357963
"Tbc1d21",0.0909939880091563,0.2564599358762,1.42997993846095e-05,0.429297550380277,-8.61609955743706,-8.4667393859422,-8.03744183556193,-8.22361863146933
"Map2k7",0.166388354840937,0.341181674591723,1.49669988416257e-05,0.783452673327693,-9.1110843944704,-9.64168854597227,-8.85823587264458,-9.0054854209257
"Dydc1",0.124415165713156,0.447673826851618,1.50138567232005e-05,0.585739315854681,-8.17858164224999,-8.45489081874461,-9.04063013459929,-9.09184306441538
"Arl13b",0.14621260508019,0.293196225754746,1.60846750585364e-05,0.686303687170334,-8.09983501098377,-8.37718406104807,-8.58229374742953,-8.7861386981541
"Ccs",0.253026468185776,0.493354119375678,1.63525757495009e-05,1.18681975625891,-8.50237900379402,-9.00182998785106,-9.22792680281903,-9.68919876005293
"Scamp2",0.0891926045499111,0.226298683796837,1.81162823982284e-05,0.416484603522083,-8.44768864095471,-8.35939808633871,-8.14491335174079,-7.94291348281662
"Ccdc178",0.195076789848348,0.39448231127265,1.84588980820521e-05,0.910159329970117,-8.17217788240625,-8.45918546775307,-8.78359085947549,-9.08233721237637
"Dpy30",0.103944074362492,0.213170152469371,1.86709257974371e-05,0.484722161780359,-8.05855628159776,-7.76424300753959,-7.57383411981741,-7.64811352309687
"Smco2",0.113432811509451,0.238046959835851,1.95165607341785e-05,0.527936474779697,-7.96026114949372,-7.56212394505354,-7.43232467471402,-7.49392166448461
"Fam221b",0.10044806879647,0.190858494144868,2.05367006240742e-05,0.466447427035211,-7.76591341819724,-7.5080146467161,-7.29946599116203,-7.5136088045649
"Ank2",0.167151291708115,0.342352166762306,2.13244760809417e-05,0.774894710516323,-9.44805335718779,-8.82071094008353,-8.67315864667147,-8.8488953428774
"Zc3h14",0.0878933918593355,0.17655652882146,2.48217685325791e-05,0.404694590338171,-7.29641334959259,-7.1364353242195,-6.99025697250182,-6.89171875925442
"Mcu",0.149336080633457,0.580945755312726,2.97754797191629e-05,0.681922823538931,-10.3121882268153,-9.59248762008406,-8.91056479654513,-9.40514045169934
"Bbs5",0.16309013185966,0.339550328674498,3.00453613841789e-05,0.744420135548452,-9.14021466403428,-9.35513999443291,-8.77126151776261,-8.61071985888445
"Sclt1",0.154324382498244,0.294750059983658,3.55525487796271e-05,0.69894021939487,-7.81016050083821,-8.00404408740842,-8.50910072023308,-8.12550606664268
"Tob1",0.499561392282038,1.61107564932488,3.57294972368472e-05,2.26200586246697,-12.8065891353529,-11.6966858788931,-12.8961437199948,-9.43468001642611
"Bola3",0.148440959812735,0.289945526985384,3.71945999373402e-05,0.670876305646996,-8.30416790012726,-8.33658069111894,-8.14816121013695,-8.81903751578394
"Suclg1",0.130613976813277,0.25667724684548,3.85181504078957e-05,0.589339870079611,-8.12022278408574,-8.01430871066702,-8.22830731466592,-8.60364858074663
"Chd5",0.12556848171175,0.245172119276786,4.72845261305643e-05,0.56108996329379,-8.6248268487757,-8.2084995088457,-8.06373688548191,-8.17999224301486
"Ralgds",0.104795600070166,0.254081473217817,4.79597578131319e-05,0.467950445287228,-8.67889910448624,-8.65323856824157,-9.12118901352879,-9.08919987876174
"Pdilt",0.0911576876703587,0.1963641606374,5.11494986086269e-05,0.405793810810382,-7.89832663180984,-7.78577617071049,-7.53266981120602,-7.49253282099945
"Lrrc16a",0.16382552251211,0.337549633633398,5.88103347554103e-05,0.724354851044888,-8.74506610138103,-8.71786754190899,-8.8895009299839,-9.44222239295388
"Spesp1",0.12259886297494,0.256153153009461,6.32144774033172e-05,0.540155327828558,-7.99895097472932,-7.98835316929148,-8.08195315583771,-8.52850849712004
"Fam174a",0.151366582721071,0.305572138430512,6.62081216891153e-05,0.665382779953143,-8.55214070450829,-8.39444710226052,-8.44270938904918,-9.05982988221366
"Ift43",0.118507069293697,0.275031428721261,6.73106633763965e-05,0.520512481077002,-7.98098628084773,-8.05263031501926,-8.04724039724264,-8.57314279609626
"Tesk2",0.180867955520864,0.326693747774247,6.91704608097865e-05,0.793344860660424,-9.18036342831958,-8.69521844689338,-9.14035957448382,-9.4885633075538
"A430005L14Rik",0.154526936424282,0.387160649247143,7.39427310794127e-05,0.675557711896518,-9.20266655372136,-10.0571936332665,-9.38163592137,-9.78791930431728
"Abhd17b",0.162746472428297,0.435221927026289,7.59167662027771e-05,0.710555184377261,-8.50755505337983,-9.00812617181731,-9.2181102377571,-9.54554721690754
"Samd15",0.138349124300392,0.290128974401815,7.68140807201334e-05,0.603680371219653,-8.25537993889491,-8.85906031011456,-8.88151297530307,-8.68160275889225
"Gm5800",0.181501601388564,0.335908882903981,8.00493608865693e-05,0.79033542229622,-8.37153546725948,-8.6298644873691,-8.85627447539149,-9.1618708895557
