"","sig_p","mean_est","sd_est","Z_est","ct_prop","expr","q_val","p","mean 1","mean 2","mean 3","sd 1","sd 2","sd 3"
"Mybpc1",0.46770873817478,-1.57471420125552,0.33758642312216,-4.66462539189761,1,0.00133017546457891,0.000344735427119991,3.09179755264566e-06,-1.63937588551338,-1.07467681727285,-2.26194135047975,0.349419594955811,0.252359293241256,0.464759374629844
"Fam107a",0,-0.412473227599815,0.0863076059608799,-4.77910634882833,1,0.000422080221722445,0.000344735427119991,1.76076046942697e-06,-0.504264048939592,-0.42785219169839,-0.318759305796062,0.185049873841224,0.12340578732947,0.159355209433708
